Year,Nmonth ,Month,SKU,ShipToCode,Issued
2015,11,AUGUST,05115672,CD3P,3 
2015,11,AUGUST,05115673,3L,60 
2015,11,AUGUST,05115674,CD3L,6 
2015,11,AUGUST,05115675,CD3L,0 
2015,11,AUGUST,05115676,CD3L,4 
2015,11,AUGUST,05115677,3L,20 
2015,11,AUGUST,05115678,CD3M,24 
2015,11,AUGUST,05115679,CD3L,2 
2015,11,AUGUST,05115680,CD3L,4 
2015,11,AUGUST,05115681,CD3L,68 
2015,11,AUGUST,05115682,CD3L,1 
2015,11,AUGUST,05115683,CD3L,1 
2015,11,AUGUST,05115684,CD3L,3 
2015,11,AUGUST,05115685,CD3L,1 
2015,11,AUGUST,05115686,CD3L,3 
2015,11,AUGUST,05115687,CD3P,30 
2015,11,AUGUST,05115688,CD3P,68 
2015,11,AUGUST,05115689,3P,15000 
2015,11,AUGUST,05115690,3P,216 
2015,11,AUGUST,05115691,3P,270 
2015,11,AUGUST,05115692,3P,2481 
2015,11,AUGUST,05115693,CD3P,21 
2015,11,AUGUST,05115694,CD3P,0 
2015,11,AUGUST,05115695,CD3P,13 
2015,11,AUGUST,05115696,CD3P,1 
2015,11,AUGUST,05115697,CD3D,2 
2015,11,AUGUST,05115698,CD3D,5 
2015,11,AUGUST,05115699,CD3D,3 
2015,11,AUGUST,05115700,CD3D,10 
2015,11,AUGUST,05115701,CD3D,2 
2015,11,AUGUST,05115702,CD3D,1 
2015,11,AUGUST,05115703,CD3D,3 
2015,11,AUGUST,05115704,3D,72 
2015,11,AUGUST,05115705,3D,72 
2015,11,AUGUST,05115706,3D,288 
2015,11,AUGUST,05115707,3D,960 
2015,11,AUGUST,05115708,3P,54 
2015,11,AUGUST,05115709,3P,270 
2015,11,AUGUST,05115710,3D,1000 
2015,11,AUGUST,05115711,3D,36 
2015,11,AUGUST,05115712,3M,36 
2015,11,AUGUST,05115713,3P,36 
2015,11,AUGUST,05115714,CD3D,8 
2015,11,AUGUST,05115715,CD3D,2 
2015,11,AUGUST,05115716,CD3D,0 
2015,11,AUGUST,05115717,CD3D,66 
2015,11,AUGUST,05115718,CD3D,1 
2015,11,AUGUST,05115719,CD3D,1 
2015,11,AUGUST,05115720,CD3D,23 
2015,11,AUGUST,05115721,CD3D,21 
2015,11,AUGUST,05115722,CD3D,7 
2015,11,AUGUST,05115723,CD3D,6 
2015,11,AUGUST,05115724,CD3P,0 
2015,11,AUGUST,05115725,CD3D,1 
2015,11,AUGUST,05115726,CD3D,3 
2015,11,AUGUST,05115727,CD3D,2 
2015,11,AUGUST,05115728,CD3L,4 
2015,11,AUGUST,05115729,CD3L,10 
2015,11,AUGUST,05115730,CD3L,16 
2015,11,AUGUST,05115731,CD3L,2 
2015,11,AUGUST,05115732,CD3L,15 
2015,11,AUGUST,05115733,CD3L,1 
2015,11,AUGUST,05115734,CD3L,1 
2015,11,AUGUST,05115735,CD3L,1 
2015,11,AUGUST,05115736,CD3L,1 
2015,11,AUGUST,05115737,CD3L,2 
2015,11,AUGUST,05115738,CD3L,5 
2015,11,AUGUST,05115739,CD3P,60 
2015,11,AUGUST,05115740,3P,210 
2015,11,AUGUST,05115741,3P,170 
2015,11,AUGUST,05115742,3P,700 
2015,11,AUGUST,05115743,3P,4100 
2015,11,AUGUST,05115744,3P,1190 
2015,11,AUGUST,05115745,CD3P,22 
2015,11,AUGUST,05115746,CD3P,23 
2015,11,AUGUST,05115747,CD3P,0 
2015,11,AUGUST,05115748,CD3P,5 
2015,11,AUGUST,05115749,3D,16 
2015,11,AUGUST,05115750,3D,19 
2015,11,AUGUST,05115751,CD3D,1 
2015,11,AUGUST,05115752,CD3D,15 
2015,11,AUGUST,05115753,CD3D,26 
2015,11,AUGUST,05115754,CD3D,3 
2015,11,AUGUST,05115755,CD3D,2 
2015,11,AUGUST,05115756,CD3D,10 
2015,11,AUGUST,05115757,CD3D,3 
2015,11,AUGUST,05115758,CD3D,1 
2015,11,AUGUST,05115759,CD3D,3 
2015,11,AUGUST,05115760,CD3D,22 
2015,11,AUGUST,05115761,CD3D,1 
2015,11,AUGUST,05115762,3D,96 
2015,11,AUGUST,05115763,3D,23 
2015,11,AUGUST,05115764,CD3L,0 
2015,11,AUGUST,05115765,CD3L,0 
2015,11,AUGUST,05115766,CD3L,12 
2015,11,AUGUST,05115767,CD3L,0 
2015,11,AUGUST,05115768,CD3L,12 
2015,11,AUGUST,05115769,CD3L,24 
2015,11,AUGUST,05115770,CD3L,36 
2015,11,AUGUST,05115771,CD3L,24 
2015,11,AUGUST,05115772,CD3L,36 
2015,11,AUGUST,05115773,CD3L,12 
2015,11,AUGUST,05115774,CD3L,12 
2015,11,AUGUST,05115775,CD3L,24 
2015,11,AUGUST,05115776,CD3L,24 
2015,11,AUGUST,05115777,CD3L,36 
2015,11,AUGUST,05115778,CD3L,24 
2015,11,AUGUST,05115779,CD3L,48 
2015,11,AUGUST,05115780,CD3L,12 
2015,11,AUGUST,05115781,CD3L,1 
2015,11,AUGUST,05115782,CD3L,1 
2015,11,AUGUST,05115783,CD3L,1 
2015,11,AUGUST,05115784,CD3L,2 
2015,11,AUGUST,05115785,CD3L,12 
2015,11,AUGUST,05115786,CD3L,24 
2015,11,AUGUST,05115787,CD3L,1 
2015,11,AUGUST,05115788,CD3L,12 
2015,11,AUGUST,05115789,3L,24 
2015,11,AUGUST,05115790,3L,100 
2015,11,AUGUST,05115791,CD3L,0 
2015,11,AUGUST,05115792,CD3L,2 
2015,11,AUGUST,05115793,CD3L,2 
2015,11,AUGUST,05115794,3P,3520 
2015,11,AUGUST,05115795,3P,5991 
2015,11,AUGUST,05115796,3P,1600 
2015,11,AUGUST,05115797,CD3P,9 
2015,11,AUGUST,05115798,CD3P,1 
2015,11,AUGUST,05115799,CD3P,20 
2015,11,AUGUST,05115800,3P,650 
2015,11,AUGUST,05115801,3P,358 
2015,11,AUGUST,05115802,3P,370 
2015,11,AUGUST,05115803,3P,81 
2015,11,AUGUST,05115804,3D,2808 
2015,11,AUGUST,05115805,3D,64 
2015,11,AUGUST,05115806,3D,198 
2015,11,AUGUST,05115807,3D,3078 
2015,11,AUGUST,05115808,3D,149 
2015,11,AUGUST,05115809,3P,108 
2015,11,AUGUST,05115810,CD3D,4 
2015,11,AUGUST,05115811,3D,210 
2015,11,AUGUST,05115812,CD3L,12 
2015,11,AUGUST,05115813,CD3L,18 
2015,11,AUGUST,05115814,CD3L,24 
2015,11,AUGUST,05115815,CD3L,12 
2015,11,AUGUST,05115816,CD3L,2 
2015,11,AUGUST,05115817,CD3L,12 
2015,11,AUGUST,05115818,CD3L,24 
2015,11,AUGUST,05115819,CD3L,24 
2015,11,AUGUST,05115820,CD3L,6 
2015,11,AUGUST,05115821,CD3L,24 
2015,11,AUGUST,05115822,CD3L,6 
2015,11,AUGUST,05115823,CD3L,0 
2015,11,AUGUST,05115824,CD3L,2 
2015,11,AUGUST,05115825,CD3L,2 
2015,11,AUGUST,05115826,CD3L,24 
2015,11,AUGUST,05115827,CD3L,4 
2015,11,AUGUST,05115828,CD3L,6 
2015,11,AUGUST,05115829,CD3L,1 
2015,11,AUGUST,05115830,CD3L,4 
2015,11,AUGUST,05115831,CD3L,1 
2015,11,AUGUST,05115832,CD3L,1 
2015,11,AUGUST,05115833,CD3P,47 
2015,11,AUGUST,05115834,CD3P,0 
2015,11,AUGUST,05115835,CD3P,10 
2015,11,AUGUST,05115836,3P,70 
2015,11,AUGUST,05115837,CD3P,1 
2015,11,AUGUST,05115838,CD3P,4 
2015,11,AUGUST,05115839,3P,36 
2015,11,AUGUST,05115840,3P,135 
2015,11,AUGUST,05115841,CD3P,10 
2015,11,AUGUST,05115842,3P,10 
2015,11,AUGUST,05115843,3D,100 
2015,11,AUGUST,05115844,3D,216 
2015,11,AUGUST,05115845,3D,216 
2015,11,AUGUST,05115846,3D,72 
2015,11,AUGUST,05115847,3P,144 
2015,11,AUGUST,05115848,CD3D,5 
2015,11,AUGUST,05115849,CD3D,44 
2015,11,AUGUST,05115850,CD3D,2 
2015,11,AUGUST,05115851,CD3D,1 
2015,11,AUGUST,05115852,CD3D,8 
2015,11,AUGUST,05115853,CD3D,17 
2015,11,AUGUST,05115854,CD3P,7 
2015,11,AUGUST,05115855,3P,2002 
2015,11,AUGUST,05115856,3P,312 
2015,11,AUGUST,05115857,3P,295 
2015,11,AUGUST,05115858,CD3P,2 
2015,11,AUGUST,05115859,3D,52 
2015,11,AUGUST,05115860,3P,34 
2015,11,AUGUST,05115861,3D,20 
2015,11,AUGUST,05115862,3D,1176 
2015,11,AUGUST,05115863,3D,20 
2015,11,AUGUST,05115864,3P,132 
2015,11,AUGUST,05115865,3D,702 
2015,11,AUGUST,05115866,3D,432 
2015,11,AUGUST,05115867,3D,16 
2015,11,AUGUST,05115868,CD3P,100 
2015,11,AUGUST,05115869,CD3D,5 
2015,11,AUGUST,05115870,CD3D,1 
2015,11,AUGUST,05115871,CD3D,10 
2015,11,AUGUST,05115872,CD3D,6 
2015,11,AUGUST,05115873,CD3D,2 
2015,11,AUGUST,05115874,CD3D,5 
2015,11,AUGUST,05115875,CD3P,0 
2015,11,AUGUST,05115876,CD3P,0 
2015,11,AUGUST,05115877,CD3M,103 
2015,11,AUGUST,05115878,CD3D,36 
2015,11,AUGUST,05115879,CD3D,74 
2015,11,AUGUST,05115880,CD3D,2 
2015,11,AUGUST,05115881,CD3D,16 
2015,11,AUGUST,05115882,CD3D,1 
2015,11,AUGUST,05115883,CD3D,21 
2015,11,AUGUST,05115884,CD3D,6 
2015,11,AUGUST,05115885,CD3D,35 
2015,11,AUGUST,05115886,CD3D,1 
2015,11,AUGUST,05115887,CD3D,1 
2015,7,APRIL,05115888,3D,1755 
2015,7,APRIL,05115889,3D,90 
2015,7,APRIL,05115890,3D,300 
2015,7,APRIL,05115891,3D,120 
2015,7,APRIL,05115892,3D,90 
2015,7,APRIL,05115893,CD3D,32 
2015,7,APRIL,05115894,3D,160 
2015,7,APRIL,05115895,CD3D,4 
2015,7,APRIL,05115896,3L,672 
2015,7,APRIL,05115897,3L,84 
2015,7,APRIL,05115898,3L,2400 
2015,7,APRIL,05115899,3L,60 
2015,7,APRIL,05115900,CD3L,6 
2015,7,APRIL,05115901,CD3L,36 
2015,7,APRIL,05115902,CD3L,6 
2015,7,APRIL,05115903,CD3L,39 
2015,7,APRIL,05115904,CD3L,24 
2015,7,APRIL,05115905,CD3L,24 
2015,7,APRIL,05115906,CD3L,36 
2015,7,APRIL,05115907,CD3L,180 
2015,7,APRIL,05115908,CD3L,36 
2015,7,APRIL,05115909,CD3L,12 
2015,7,APRIL,05115910,CD3L,48 
2015,7,APRIL,05115911,CD3L,48 
2015,7,APRIL,05115912,CD3L,12 
2015,7,APRIL,05115913,CD3L,12 
2015,7,APRIL,05115914,CD3L,7 
2015,7,APRIL,05115915,CD3L,60 
2015,7,APRIL,05115916,CD3L,12 
2015,7,APRIL,05115917,CD3L,132 
2015,7,APRIL,05115918,CD3L,36 
2015,7,APRIL,05115919,CD3L,12 
2015,7,APRIL,05115920,CD3L,120 
2015,7,APRIL,05115921,CD3L,12 
2015,11,AUGUST,05115922,3P,564 
2015,11,AUGUST,05115923,3P,1230 
2015,11,AUGUST,05115924,3D,192 
2015,11,AUGUST,05115925,3D,48 
2015,11,AUGUST,05115926,3D,400 
2015,11,AUGUST,05115927,3D,700 
2015,11,AUGUST,05115928,3D,600 
2015,11,AUGUST,05115929,3D,270 
2015,11,AUGUST,05115930,3D,24 
2015,11,AUGUST,05115931,3D,0 
2015,11,AUGUST,05115932,3P,224 
2015,11,AUGUST,05115933,3P,28 
2015,11,AUGUST,05115934,3P,60 
2015,11,AUGUST,05115935,3D,30 
2015,11,AUGUST,05115936,CD3D,1 
2015,11,AUGUST,05115937,CD3D,1 
2015,11,AUGUST,05115938,CD3D,0 
2015,11,AUGUST,05115939,CD3D,2 
2015,11,AUGUST,05115940,CD3D,2 
2015,11,AUGUST,05115941,CD3P,0 
2015,11,AUGUST,05115942,CD3P,3 
2015,11,AUGUST,05115943,CD3D,6 
2015,11,AUGUST,05115944,CD3D,2 
2015,11,AUGUST,05115945,CD3D,23 
2015,11,AUGUST,05115946,CD3P,3 
2015,11,AUGUST,05115947,CD3P,18 
2015,11,AUGUST,05115948,CD3D,32 
2015,11,AUGUST,05115949,CD3D,3 
2015,11,AUGUST,05115950,CD3D,4 
2015,11,AUGUST,05115951,CD3D,6 
2015,11,AUGUST,05115952,CD3D,0 
2015,11,AUGUST,05115953,CD3D,5 
2015,11,AUGUST,05115954,3D,40 
2015,11,AUGUST,05115955,3D,28 
2015,11,AUGUST,05115956,3D,600 
2015,11,AUGUST,05115957,3D,100 
2015,11,AUGUST,05115958,3D,684 
2015,11,AUGUST,05115959,3D,10 
2015,11,AUGUST,05115960,3P,192 
2015,11,AUGUST,05115961,CD3D,3 
2015,11,AUGUST,05115962,CD3D,1 
2015,11,AUGUST,05115963,CD3D,1 
2015,11,AUGUST,05115964,CD3P,0 
2015,11,AUGUST,05115965,CD3D,7 
2015,11,AUGUST,05115966,CD3D,18 
2015,11,AUGUST,05115967,CD3D,6 
2015,11,AUGUST,05115968,CD3D,10 
2015,11,AUGUST,05115969,CD3D,62 
2015,11,AUGUST,05115970,CD3D,88 
2015,11,AUGUST,05115971,CD3D,1 
2015,11,AUGUST,05115972,CD3D,6 
2015,11,AUGUST,05115973,CD3D,1 
2015,11,AUGUST,05115974,CD3P,3 
2015,11,AUGUST,05115975,3D,438 
2015,11,AUGUST,05115976,CD3D,9 
2015,11,AUGUST,05115977,3D,20 
2015,11,AUGUST,05115978,3D,56 
2015,11,AUGUST,05115979,CD3L,0 
2015,11,AUGUST,05115980,CD3L,1 
2015,11,AUGUST,05115981,CD3L,6 
2015,11,AUGUST,05115982,CD3L,0 
2015,11,AUGUST,05115983,CD3L,12 
2015,11,AUGUST,05115984,CD3L,12 
2015,11,AUGUST,05115985,CD3L,12 
2015,11,AUGUST,05115986,CD3L,12 
2015,11,AUGUST,05115987,CD3L,24 
2015,11,AUGUST,05115988,CD3L,3 
2015,11,AUGUST,05115989,CD3L,24 
2015,11,AUGUST,05115990,CD3L,12 
2015,11,AUGUST,05115991,3D,32 
2015,11,AUGUST,05115992,3D,224 
2015,11,AUGUST,05115993,3D,105 
2015,11,AUGUST,05115994,3D,800 
2015,11,AUGUST,05115995,3D,112 
2015,11,AUGUST,05115996,3D,467 
2015,11,AUGUST,05115997,3D,54 
2015,11,AUGUST,05115998,3D,56 
2015,11,AUGUST,05115999,3P,484 
2015,11,AUGUST,05116000,3D,576 
2015,11,AUGUST,05116001,3D,70 
2015,11,AUGUST,05116002,3M,150 
2015,11,AUGUST,05116003,3D,240 
2015,11,AUGUST,05116004,3D,121 
2015,11,AUGUST,05116005,3D,16 
2015,11,AUGUST,05116006,3D,80 
2015,11,AUGUST,05116007,3D,420 
2015,11,AUGUST,05116008,3P,816 
2015,11,AUGUST,05116009,CD3D,3 
2015,11,AUGUST,05116010,CD3D,1 
2015,11,AUGUST,05116011,CD3D,2 
2015,11,AUGUST,05116012,CD3P,0 
2015,11,AUGUST,05116013,CD3P,1 
2015,11,AUGUST,05116014,CD3D,1 
2015,11,AUGUST,05116015,CD3D,24 
2015,11,AUGUST,05116016,CD3D,1 
2015,11,AUGUST,05116017,CD3D,2 
2015,11,AUGUST,05116018,CD3P,18 
2015,11,AUGUST,05116019,CD3D,2 
2015,11,AUGUST,05116020,CD3D,2 
2015,11,AUGUST,05116021,CD3D,26 
2015,11,AUGUST,05116022,CD3D,5 
2015,11,AUGUST,05116023,CD3D,9 
2015,11,AUGUST,05116024,CD3D,76 
2015,11,AUGUST,05116025,CD3D,7 
2015,11,AUGUST,05116026,CD3D,3 
2015,11,AUGUST,05116027,CD3D,7 
2015,11,AUGUST,05116028,3P,36 
2015,11,AUGUST,05116029,3P,30 
2015,11,AUGUST,05116030,3D,56 
2015,11,AUGUST,05116031,3D,23 
2015,11,AUGUST,05116032,3D,216 
2015,11,AUGUST,05116033,3D,56 
2015,11,AUGUST,05116034,3D,56 
2015,11,AUGUST,05116035,CD3D,4000 
2015,11,AUGUST,05116036,CD3D,1 
2015,11,AUGUST,05116037,CD3D,11 
2015,11,AUGUST,05116038,CD3D,16 
2015,11,AUGUST,05116039,CD3D,1 
2015,11,AUGUST,05116040,CD3D,8 
2015,11,AUGUST,05116041,CD3D,7 
2015,11,AUGUST,05116042,3P,780 
2015,11,AUGUST,05116043,3P,90 
2015,11,AUGUST,05116044,3D,248 
2015,11,AUGUST,05116045,3D,200 
2015,11,AUGUST,05116046,3P,12 
2015,11,AUGUST,05116047,CD3D,2 
2015,11,AUGUST,05116048,CD3P,3 
2015,11,AUGUST,05116049,CD3D,1 
2015,11,AUGUST,05116050,CD3D,4 
2015,11,AUGUST,05116051,CD3D,20 
2015,11,AUGUST,05116052,CD3D,4 
2015,11,AUGUST,05116053,CD3D,15 
2015,11,AUGUST,05116054,CD3D,1 
2015,11,AUGUST,05116055,CD3D,1 
2015,11,AUGUST,05116056,CD3D,2 
2015,11,AUGUST,05116057,3D,10 
2015,11,AUGUST,05116058,3L,240 
2015,11,AUGUST,05116059,CD3L,2 
2015,11,AUGUST,05116060,CD3L,2 
2015,11,AUGUST,05116061,CD3L,40 
2015,11,AUGUST,05116062,CD3L,12 
2015,11,AUGUST,05116063,CD3L,0 
2015,11,AUGUST,05116064,CD3L,12 
2015,11,AUGUST,05116065,CD3L,12 
2015,11,AUGUST,05116066,CD3L,0 
2015,11,AUGUST,05116067,CD3L,24 
2015,11,AUGUST,05116068,CD3L,24 
2015,11,AUGUST,05116069,CD3L,0 
2015,11,AUGUST,05116070,CD3L,12 
2015,11,AUGUST,05116071,CD3L,8 
2015,11,AUGUST,05116072,CD3L,12 
2015,11,AUGUST,05116073,CD3L,0 
2015,11,AUGUST,05116074,3L,8 
2015,11,AUGUST,05116075,3L,36 
2015,11,AUGUST,05116076,3L,24 
2015,11,AUGUST,05116077,CD3L,3 
2015,11,AUGUST,05116078,CD3L,3 
2015,11,AUGUST,05116079,CD3L,0 
2015,11,AUGUST,05116080,CD3L,16 
2015,11,AUGUST,05116081,CD3L,2 
2015,11,AUGUST,05116082,CD3L,12 
2015,11,AUGUST,05116083,CD3P,0 
2015,11,AUGUST,05116084,3P,405 
2015,11,AUGUST,05116085,3P,190 
2015,11,AUGUST,05116086,CD3P,29 
2015,11,AUGUST,05116087,CD3P,28 
2015,11,AUGUST,05116088,CD3P,5 
2015,11,AUGUST,05116089,3P,312 
2015,11,AUGUST,05116090,3D,168 
2015,11,AUGUST,05116091,3D,96 
2015,11,AUGUST,05116092,3D,486 
2015,11,AUGUST,05116093,3D,270 
2015,11,AUGUST,05116094,3D,120 
2015,11,AUGUST,05116095,3D,600 
2015,11,AUGUST,05116096,3D,8 
2015,11,AUGUST,05116097,3P,36 
2015,11,AUGUST,05116098,CD3D,24 
2015,11,AUGUST,05116099,CD3D,10 
2015,11,AUGUST,05116100,CD3D,2 
2015,11,AUGUST,05116101,CD3P,1 
2015,11,AUGUST,05116102,CD3P,1 
2015,11,AUGUST,05116103,CD3D,13 
2015,11,AUGUST,05116104,CD3D,3 
2015,11,AUGUST,05116105,3D,72 
2015,11,AUGUST,05116106,3D,20 
2015,11,AUGUST,05116107,CD3D,1 
2015,11,AUGUST,05116108,3D,61 
2015,11,AUGUST,05116109,CD3D,2 
2015,11,AUGUST,05116110,3L,0 
2015,11,AUGUST,05116111,CD3L,1 
2015,11,AUGUST,05116112,CD3L,12 
2015,11,AUGUST,05116113,CD3L,30 
2015,11,AUGUST,05116114,CD3L,12 
2015,11,AUGUST,05116115,CD3L,12 
2015,11,AUGUST,05116116,CD3L,58 
2015,11,AUGUST,05116117,CD3L,12 
2015,11,AUGUST,05116118,CD3L,12 
2015,11,AUGUST,05116119,CD3L,60 
2015,11,AUGUST,05116120,CD3L,2 
2015,11,AUGUST,05116121,CD3L,24 
2015,11,AUGUST,05116122,CD3L,12 
2015,11,AUGUST,05116123,CD3L,12 
2015,11,AUGUST,05116124,CD3L,0 
2015,11,AUGUST,05116125,CD3L,18 
2015,11,AUGUST,05116126,3L,208 
2015,11,AUGUST,05116127,3L,15 
2015,11,AUGUST,05116128,3L,100 
2015,11,AUGUST,05116129,3L,100 
2015,11,AUGUST,05116130,CD3L,1 
2015,11,AUGUST,05116131,CD3L,43 
2015,11,AUGUST,05116132,CD3L,1 
2015,11,AUGUST,05116133,CD3L,4 
2015,11,AUGUST,05116134,3P,29400 
2015,11,AUGUST,05116135,CD3P,4920 
2015,11,AUGUST,05116136,CD3P,504 
2015,11,AUGUST,05116137,3P,430 
2015,11,AUGUST,05116138,3P,300 
2015,7,APRIL,05116139,CD3M,3 
2015,7,APRIL,05116140,CD3L,74 
2015,7,APRIL,05116141,CD3L,2 
2015,7,APRIL,05116142,CD3L,17 
2015,7,APRIL,05116143,CD3L,8 
2015,7,APRIL,05116144,CD3L,53 
2015,7,APRIL,05116145,CD3L,16 
2015,7,APRIL,05116146,CD3L,5 
2015,7,APRIL,05116147,CD3L,5 
2015,7,APRIL,05116148,CD3L,1 
2015,7,APRIL,05116149,CD3L,7 
2015,7,APRIL,05116150,CD3L,0 
2015,11,AUGUST,05116151,3P,3095 
2015,11,AUGUST,05116152,3P,600 
2015,11,AUGUST,05116153,3P,180 
2015,11,AUGUST,05116154,CD3P,1 
2015,11,AUGUST,05116155,CD3P,10 
2015,11,AUGUST,05116156,CD3P,9 
2015,11,AUGUST,05116157,CD3P,1 
2015,11,AUGUST,05116158,3P,197 
2015,11,AUGUST,05116159,3P,1560 
2015,11,AUGUST,05116160,3D,120 
2015,11,AUGUST,05116161,3D,150 
2015,11,AUGUST,05116162,CD3D,3 
2015,11,AUGUST,05116163,CD3D,6 
2015,11,AUGUST,05116164,CD3L,12 
2015,11,AUGUST,05116165,CD3L,12 
2015,11,AUGUST,05116166,CD3L,10 
2015,11,AUGUST,05116167,CD3L,4 
2015,11,AUGUST,05116168,CD3L,12 
2015,11,AUGUST,05116169,CD3L,24 
2015,11,AUGUST,05116170,CD3L,54 
2015,11,AUGUST,05116171,CD3L,84 
2015,11,AUGUST,05116172,CD3L,36 
2015,11,AUGUST,05116173,CD3L,24 
2015,11,AUGUST,05116174,CD3L,12 
2015,11,AUGUST,05116175,CD3L,12 
2015,11,AUGUST,05116176,CD3L,4 
2015,11,AUGUST,05116177,CD3L,6 
2015,11,AUGUST,05116178,CD3L,84 
2015,11,AUGUST,05116179,CD3L,36 
2015,11,AUGUST,05116180,CD3L,6 
2015,11,AUGUST,05116181,3L,1200 
2015,11,AUGUST,05116182,CD3L,1 
2015,11,AUGUST,05116183,CD3L,1 
2015,11,AUGUST,05116184,CD3L,2 
2015,11,AUGUST,05116185,CD3L,12 
2015,11,AUGUST,05116186,CD3L,4 
2015,11,AUGUST,05116187,CD3L,2 
2015,11,AUGUST,05116188,CD3P,1 
2015,11,AUGUST,05116189,3D,96 
2015,11,AUGUST,05116190,3D,192 
2015,11,AUGUST,05116191,3D,100 
2015,7,APRIL,05116192,CD3L,12 
2015,7,APRIL,05116193,CD3L,6 
2015,7,APRIL,05116194,CD3L,0 
2015,7,APRIL,05116195,CD3L,67 
2015,7,APRIL,05116196,CD3L,10 
2015,7,APRIL,05116197,CD3L,6 
2015,7,APRIL,05116198,CD3L,4 
2015,7,APRIL,05116199,CD3L,107 
2015,7,APRIL,05116200,CD3L,1 
2015,7,APRIL,05116201,CD3L,1 
2015,7,APRIL,05116202,CD3L,12 
2015,7,APRIL,05116203,CD3L,2 
2015,7,APRIL,05116204,CD3L,6 
2015,7,APRIL,05116205,CD3L,96 
2015,7,APRIL,05116206,CD3L,60 
2015,7,APRIL,05116207,CD3L,12 
2015,7,APRIL,05116208,CD3L,54 
2015,7,APRIL,05116209,CD3L,6 
2015,7,APRIL,05116210,CD3L,1 
2015,7,APRIL,05116211,CD3L,60 
2015,7,APRIL,05116212,3L,105 
2015,7,APRIL,05116213,3L,550 
2015,7,APRIL,05116214,CD3M,1 
2015,7,APRIL,05116215,3D,58212 
2015,7,APRIL,05116216,CD3L,24 
2015,7,APRIL,05116217,CD3L,9 
2015,7,APRIL,05116218,CD3L,155 
2015,7,APRIL,05116219,CD3L,6 
2015,7,APRIL,05116220,CD3L,24 
2015,7,APRIL,05116221,CD3L,6 
2015,7,APRIL,05116222,CD3L,2 
2015,7,APRIL,05116223,CD3L,1 
2015,11,AUGUST,05116224,3P,7840 
2015,11,AUGUST,05116225,3P,400 
2015,11,AUGUST,05116226,3P,160 
2015,11,AUGUST,05116227,CD3P,2 
2015,11,AUGUST,05116228,CD3P,4 
2015,11,AUGUST,05116229,3D,900 
2015,11,AUGUST,05116230,3D,308 
2015,11,AUGUST,05116231,3D,36 
2015,11,AUGUST,05116232,3D,300 
2015,11,AUGUST,05116233,3D,100 
2015,11,AUGUST,05116234,3D,170 
2015,11,AUGUST,05116235,3D,72 
2015,11,AUGUST,05116236,3D,1344 
2015,11,AUGUST,05116237,3D,96 
2015,11,AUGUST,05116238,3D,180 
2015,11,AUGUST,05116239,3D,38 
2015,11,AUGUST,05116240,3D,18 
2015,11,AUGUST,05116241,CD3D,12 
2015,11,AUGUST,05116242,CD3D,18 
2015,11,AUGUST,05116243,CD3D,10 
2015,11,AUGUST,05116244,CD3D,4 
2015,11,AUGUST,05116245,CD3P,1 
2015,11,AUGUST,05116246,CD3D,1 
2015,11,AUGUST,05116247,CD3D,1 
2015,11,AUGUST,05116248,CD3D,2 
2015,11,AUGUST,05116249,CD3P,1 
2015,11,AUGUST,05116250,CD3D,2 
2015,11,AUGUST,05116251,CD3D,4 
2015,11,AUGUST,05116252,CD3D,39 
2015,11,AUGUST,05116253,CD3P,1 
2015,11,AUGUST,05116254,CD3D,104 
2015,11,AUGUST,05116255,CD3D,23 
2015,11,AUGUST,05116256,CD3D,1 
2015,11,AUGUST,05116257,CD3D,15 
2015,11,AUGUST,05116258,CD3D,8 
2015,11,AUGUST,05116259,CD3D,4 
2015,11,AUGUST,05116260,3D,40 
2015,11,AUGUST,05116261,3D,70 
2015,11,AUGUST,05116262,3D,140 
2015,11,AUGUST,05116263,3D,8 
2015,11,AUGUST,05116264,3D,6 
2015,11,AUGUST,05116265,3D,20 
2015,11,AUGUST,05116266,CD3P,1 
2015,11,AUGUST,05116267,CD3D,1 
2015,11,AUGUST,05116268,CD3D,1 
2015,11,AUGUST,05116269,CD3D,6 
2015,11,AUGUST,05116270,CD3D,3 
2015,11,AUGUST,05116271,CD3D,2 
2015,11,AUGUST,05116272,CD3D,8 
2015,11,AUGUST,05116273,CD3D,4 
2015,11,AUGUST,05116274,CD3D,22 
2015,11,AUGUST,05116275,CD3D,5 
2015,11,AUGUST,05116276,CD3D,11 
2015,11,AUGUST,05116277,CD3D,5 
2015,11,AUGUST,05116278,CD3D,11 
2015,11,AUGUST,05116279,3D,150 
2015,11,AUGUST,05116280,3D,216 
2015,11,AUGUST,05116281,CD3D,2 
2015,11,AUGUST,05116282,CD3D,1 
2015,11,AUGUST,05116283,3D,40 
2015,11,AUGUST,05116284,3L,672 
2015,11,AUGUST,05116285,CD3L,3 
2015,11,AUGUST,05116286,CD3L,12 
2015,11,AUGUST,05116287,CD3L,12 
2015,11,AUGUST,05116288,CD3L,6 
2015,11,AUGUST,05116289,CD3L,12 
2015,11,AUGUST,05116290,CD3L,12 
2015,11,AUGUST,05116291,CD3L,24 
2015,11,AUGUST,05116292,CD3L,24 
2015,11,AUGUST,05116293,CD3L,12 
2015,11,AUGUST,05116294,CD3L,12 
2015,11,AUGUST,05116295,CD3L,12 
2015,11,AUGUST,05116296,CD3L,12 
2015,11,AUGUST,05116297,CD3L,60 
